vl,pl,vr,pr
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.64,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.66,68
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.68,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.66,64
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.9,0
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.7,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,1.98,186
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.18,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,2.14,0
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
0.0,0,1.98,46
